record_id,redcap_event_name,type_of_event,constitutional_event,constitutional_event_other,state,state_other,year,language,language_other,translation,constitution_complete,coder_name,coder_name_other,codeable,type_coder,peak_identified,court_name,process_type,flowchart,flowchart_conf,actors,rectangles,diamonds,event_notes,did_you_translate,translated_text,translator_name,other_tranlsator_name,process_complete,flowchart_change,which_year_compared,describe_change,significant_change,type_of_change,significance_justification,changes_is_this_a_new_constitution,changes_is_this_a_new_institution,new_institution_explanation,judges_selected_individually_or_slate,describe_selected_individually_or_slate,number_nominators,number_selectors,complication,legislature_involved,changes_notes,changes_over_time_complete
"Costa Rica_1973",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1973",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1975",general_informatio_arm_1,2,[document],,46,,1975,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1975",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1975",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1977",general_informatio_arm_1,2,[document],,46,,1977,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1977",appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,1,1,0,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1977",removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],60,2,3,1,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1977",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1963,,,,,,,,,,,,,,,1
"Costa Rica_1981",general_informatio_arm_1,2,[document],,46,,1981,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1981",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1981",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1982",general_informatio_arm_1,2,[document],,46,,1982,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1982",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1982",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1984",general_informatio_arm_1,2,[document],,46,,1984,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1984",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1984",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1987",general_informatio_arm_1,2,[document],,46,,1987,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1987",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1987",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1989",general_informatio_arm_1,2,[document],,46,,1989,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1989",appointment_1_arm_1,,,,,,,,,,,22,,1,1,3,,1,[document],40,1,1,,"The appointment process described here does not apply to the entire Supreme Court, but rather one Chamber of the Supreme Court that deals with unconstitutionality. I'm not sure if this counts as the highest court, but I don't see the actual name of the Chamber.",1,"Transitorio, Page 78: The Chamber that is created in Article 10 will be comprised of 7 Magistrates and by alternates that the law determines, who will be elected by the Legislative Assembly by voting no less than two-thirds of their members.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1989",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1989",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1977,"From legislative assembly appoints to legislative assembly elects with 2/3rds majority",3,,"previous voting rule not specified. If 2/3rds is a change then this would be a change in the process.",2,2,,4,,10,1,1,1,,1
"Costa Rica_1991",general_informatio_arm_1,2,[document],,46,,1991,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1991",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1991",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1993",general_informatio_arm_1,2,[document],,46,,1993,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1993",appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,2,1,0,"No change in judiciary with this amendment. ",,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1993",removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],80,2,3,1,"No change to judiciary in this amendment. ",,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1993",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1989,"Back to appoints and no voting rule specified. Basically same process.",2,,,2,2,"still the supreme court",4,,10,1,1,1,,1
"Costa Rica_1994",general_informatio_arm_1,2,[document],,46,,1994,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1994",appointment_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1994",removal_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1995",general_informatio_arm_1,2,[document],,46,,1995,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1995",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1995",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1996",general_informatio_arm_1,2,[document],,46,,1996,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1996",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1996",removal_1_arm_1,,,,,,,,,,,22,,3,,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1997",general_informatio_arm_1,2,[document],,46,,1997,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1997",appointment_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1997",removal_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1997a",general_informatio_arm_1,2,[document],,46,,1997,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1997a",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",1,[document],60,1,0,1,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1997a",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Supreme Court ",2,,,,,,"Article 158. The Justices of the Supreme Court of Justice shall be elected for eight years and shall be considered as reelected for equal terms, unless otherwise decided by the Legislative Assembly  by a vote of two thirds of its entire membership.  see also Art. 165",,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_1999",general_informatio_arm_1,2,[document],,46,,1999,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_1999",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_1999",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2000",general_informatio_arm_1,2,[document],,46,,2000,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2000",appointment_1_arm_1,,,,,,,,,,,22,,3,,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2000",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2001",general_informatio_arm_1,2,[document],,46,,2001,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2001",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2001",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2002",general_informatio_arm_1,2,[document],,46,,2002,4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2002",appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
"Costa Rica_2002",removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibila",1,,,,,,,,,,,,,,,,,
"Costa Rica_2003",general_informatio_arm_1,2,[document],,46,,2003,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2003",appointment_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",1,[document],80,1,1,0,"No change to the judiciary with this amendment. ",,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_2003",removal_1_arm_1,,,,,,,,,,,1,,1,1,1,"Supreme Court of Justice",2,[document],80,2,3,1,"No change to the judiciary with this amendment. ",,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_2003",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1993,,,,,,,,,,,,,,,1
"Costa Rica_2011",general_informatio_arm_1,2,[document],,46,,2011,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2011",appointment_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_2011",removal_1_arm_1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_2011a",general_informatio_arm_1,2,[document],,46,,2011,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica_2011a",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Supreme Court ",1,[document],60,1,0,1,,,,,,1,,,,,,,,,,,,,,,,,
"Costa Rica_2011a",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Supreme Court ",2,,,,,,"see art. 165 and 158",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1991",general_informatio_arm_1,1,[document],,47,,1991,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 1991",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1991",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,"- See Article 127    - 'Article 124  A judge of the Constitutional Court of the Republic of Croatia may be relieved of office before the expiry of the term for which he was elected if he requests to be relieved, if he is sentenced to a term of imprisonment, or if he is permanently incapacitated to perform his office, as established by the Court itself.'    - But see also Article 120 which the process seems to be for judges other than Constitutional court.",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1991",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,"Elected for terms of 8 years, but turnover time table not specified. Even so some years there must be more than one selected. ",1,1,2,1,,1
"Croatia 1997",general_informatio_arm_1,2,[document],,47,,1997,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 1997",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,2,1,1,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1997",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,"Art. 124, 127 but see also 120    - Judges are elected for a term of 8 years.    - A judge of the Constitutional Court of the Republic of Croatia may be relieved of office before the expiry of the term for which he was elected if he requests to be relieved, if he is sentenced to a term of imprisonment, or if he is permanently incapacitated to perform his office, as established by the Court itself.  ",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1997",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1991,,,,,,,,,,,,,,,1
"Croatia 1997a",general_informatio_arm_1,2,[document],,47,,1997,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 1997a",appointment_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 1997a",removal_1_arm_1,,,,,,,,,,,6,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2000",general_informatio_arm_1,2,[document],,47,,2000,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 2000",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,2,1,1,"A new Paragraph 2 is added after Paragraph 1, which reads:   'The procedure of nomination of judges for the Constitutional Court of the Republic of   Croatia and the proposal for election to the House of Representatives shall be implemented by   the Committee of the House of Representatives, competent for the issue of the Constitution.   ",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2000",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2000",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1997,,,,,,,,4,,,,,,,1
"Croatia 2000a",general_informatio_arm_1,2,[document],,47,,2000,178,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 2000a",appointment_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2000a",removal_1_arm_1,,,,,,,,,,,6,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2001",general_informatio_arm_1,2,[document],,47,,2001,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 2001",appointment_1_arm_1,,,,,,,,,,,6,,5,1,1,"The Constitutional Court",1,[document],60,1,0,1,"The process of candidacy and nomination of the judges of the Constitutional Court to the Committee of the Croatian Sabor in charge of matters pertaining to the Constitution.",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2001",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,"- Art. 127:  A judge of the Constitutional Court can be dismissed from his post before the end of his term [8 years] if he resigns, if he is convicted, or if he suffers permanent damage, to be determined by the Court itself, which would prevent him from performing his duties.    Art. 131:  The internal organization of the Constitutional Court of the Republic of Croatia is regulated by its rules of procedure.",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2001",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000,"not a big change-- from house of countries proposes and house of reps elects to the Sabor (congress) elects",3,,"still the legislative branch choosing, but whether or not this change is significant depends on how congress is electing (who nominates)",2,2,"still the constitutional court",4,"removal left to statute",10,1,1,1,,1
"Croatia 2010",general_informatio_arm_1,2,[document],,47,,2010,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Croatia 2010",appointment_1_arm_1,,,,,,,,,,,6,,1,1,1,"The Constitutional Court",1,[document],60,2,1,1,"The committee of the Croatian Parliament authorized for constitutional issues shall carry out the candidacy proceedings and the nomination of judges of the  Constitutional Court of the Republic of Croatia to the Croatian Parliament.",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2010",removal_1_arm_1,,,,,,,,,,,6,,4,1,1,"The Constitutional Court",2,,,,,,"Art. 132",,,,,1,,,,,,,,,,,,,,,,,
"Croatia 2010",appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2001,"adds nomination step--the committee of the coration parliament nominates, the croation parliament elects by a 2/3rds majority",1,4,"nomination step re-specified and now requires 2/3rds vote. How significant this change is depends n the internal process of selecting judges through the legislature previously ",2,2,"ammendment and still called the constitutional court",4,"removal left to statute",1,1,2,1,,1
Cuba_1901,general_informatio_arm_1,1,[document],,48,,1901,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1901,appointment_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court",1,[document],80,2,2,1,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1901,appointment_2_arm_1,,,,,,,,,,,20,,1,1,1,"Supreme Court",1,[document],60,2,2,1,,,,,,2,,,,,,,,,,,,,,,,,
Cuba_1901,removal_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court",2,[document],40,1,1,1,"Unclear who tries the judges. The Constitution explicitly states that Senate has right to try the impeachment of the President, Secretaries of State, and governors of Provinces (Art 47), but justices of the supreme court and judges are  not listed.    Art 87:'No functionary of the judicial order shall be suspended or removed from his office except for crime or any other grave cause, fully proven, and always after being heard'        ",,,,,2,,,,,,,,,,,,,,,,,
Cuba_1901,removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1901,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,1,1,2,1,,1
Cuba_1928,general_informatio_arm_1,2,[document],,48,,1928,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1928,appointment_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court",1,[document],80,2,2,1,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1928,removal_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court",2,[document],40,1,1,1,"Unclear who tries the judges. The Constitution explicitly states that Senate has right to try the impeachment of the President, Secretaries of State, and governors of Provinces (Art 47), but justices of the supreme court and judges are  not listed.    Art 87:'No functionary of the judicial order shall be suspended or removed from his office except for crime or any other grave cause, fully proven, and always after being heard'        ",,,,,1,,,,,,,,,,,,,,,,,
Cuba_1928,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1901,,,,,,,,4,,,,,,,1
Cuba_1933,general_informatio_arm_1,3,[document],,48,,1933,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1933,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1933,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1934,general_informatio_arm_1,1,[document],,48,,1934,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1934,appointment_1_arm_1,,,,,,,,,,,22,,1,1,1,"Supreme Tribunal of Justice",1,[document],100,2,1,1,,1,"Article 49 (Quinto), pg. 642: The Provisional President has the power to appoint, with the approval of the Council of Secretaries...Magistrates...of the Supreme Tribunal of Justice...    Article 56 (Cuarto), pgs. 646-647: The Council of Secretaries has the power to approve the nominations that the Provisional President makes for...Magistrates...of the Supreme Tribunal of Justice.    Article 77, pg. 654: Magistrates of the Supreme Tribunal will be appointed by the Provisional President, with the approval of the Council of Secretaries.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1934,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,"I do need to note, however, that Article 78 (Sexta) on page 656 states that the Supreme Tribunal has the power to suspend and separate employees of the Judicial Administration. I believe that does not apply to Magistrates of the Supreme Court, but I'm not positive.",1,"Article 78 (Sexta), page 656: The Supreme Tribunal of Justice has the power to appoint...suspend and separate employees of the Administration of Justice.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1934,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1928,"From pres appoints and senate confirms to the provisional president appoints and the counsel of secretaries approves",3,,"same process, just differently named actors. If these names refer to basically the same institutions, then no real change. ",1,1,"from supreme court to supreme tribunal of justice",4,,1,1,2,3,"Not sure if council of secretaries is legislative ",1
Cuba_1935,general_informatio_arm_1,1,[document],,48,,1935,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1935,appointment_1_arm_1,,,,,,,,,,,22,,1,1,1,"Supreme Tribunal of Justice",1,[document],60,2,2,1,"I am certain of my interpretation/translation of the text, but I am unsure of how the Constitution separates the Constitutional Law of the Republic and the Constitutional Dispositions of the Provisional Regime. Therefore, I will include two appointment submissions, one for the Constitutional Law of the Republic and one for the Constitutional Dispositions of the Provisional Regime. ",1,"Article 48 (Cuarto), pg. 138: The Senate has the power to approve the appointments that the President makes for the...Magistrates of the Supreme Tribunal of Justice...    Article 69 (Noveno), pg. 146: The President of the Republic appoints, with the approval of the Senate...Magistrates of the Supreme Tribunal of Justice...[The President of the Republic] can make interim appointments of these officials when, in the case of vacancy, the Senate is not meeting.    ___________  Quinto, pg. 164: The Provisional President has the power to appoint, with the approval of the Council of Secretaries, the...Magistrates of the Supreme Tribunal    Cuarto, pg. 166: The Council of Secretaries has the power to approve the appointments that the Provisional President makes of Magistrates of the Supreme Tribunal.",9,"Brandon Sibilia",2,,,,,,,,,,,,,,,,,
Cuba_1935,appointment_2_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
Cuba_1935,removal_1_arm_1,,,,,,,,,,,22,,5,1,3,,2,[document],40,1,1,0,"I don't know how many actors are involved in this process, nor do I know if this process is left to law. Lastly, I'm not sure if the process applies to Magistrates of the Supreme Tribunal. The article is very vague. My guess is that it applies to employees of the judicial branch, but I could be wrong.",1,"Article 88, page 153: No employee of the judicial order can be suspended nor separated from their appointment  or job, without reason of crime or other grave cause, properly accredited, and always with a hearing.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1935,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1934,"Back to president appoints senate approves",3,,"Again, not clear if a change in actors of just change in the name of the actors",1,2,"still supreme tribunal of justice",4,,1,1,2,1,"right now two appointment processes for cuba 1935, From Brandon: 'I am certain of my interpretation/translation of the text, but I am unsure of how the Constitution separates the Constitutional Law of the Republic and the Constitutional Dispositions of the Provisional Regime. Therefore, I will include two appointment submissions, one for the Constitutional Law of the Republic and one for the Constitutional Dispositions of the Provisional Regime.'",1
Cuba_1936,general_informatio_arm_1,2,[document],,48,,1936,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1936,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1936,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",1,,,,,,,,,,,,,,,,,
Cuba_1940,general_informatio_arm_1,1,[document],,48,,1940,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1940,appointment_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court (Section of Constitutional and Social guarantees)",1,[document],60,5,5,1,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1940,appointment_2_arm_1,,,,,,,,,,,20,,1,1,1,"Supreme Court",1,[document],60,5,1,2,"Supreme Court contains the 'court of constitutional and social guarantees' which deals with constitutionality (article 172) ",,,,,1,,,,,,,,,,,,,,,,,
Cuba_1940,removal_1_arm_1,,,,,,,,,,,13,,1,1,1,"The Supreme Court (Section of Constitutional and Social guarantees)",2,[document],80,8,8,1,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1940,removal_2_arm_1,,,,,,,,,,,20,,1,1,1,"Supreme Court",2,[document],60,7,2,2,"Court of constitutional and social guarentees is a part of the Supreme Court which deals with constitutionality (article 172)",,,,,1,,,,,,,,,,,,,,,,,
Cuba_1940,appointment_change_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1935,"from president appoints to senate confirms to three differnet paths to creating an electoral college, then the electoral college provides a list of three, president appoints from list, senate confirms presidents pick",1,3,"a diversely created electoral college now creates list from which president approves and senate confirms. President power restrictred",1,1,"from supreme tribunal of justice to The Supreme Court (Section of Constitutional and Social guarantees)",2,"looks like the president chooses one from a nomination list",1,1,6,1,,1
Cuba_1946,general_informatio_arm_1,2,[document],,48,,1946,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba_1946,appointment_1_arm_1,,,,,,,,,,,22,,3,1,,,1,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",2,,,,,,,,,,,,,,,,,
Cuba_1946,appointment_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1946,removal_1_arm_1,,,,,,,,,,,22,,3,1,,,2,,,,,,,1,"No relevant information.",9,"Brandon Sibilia",2,,,,,,,,,,,,,,,,,
Cuba_1946,removal_2_arm_1,,,,,,,,,,,20,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Cuba_1952,general_informatio_arm_1,1,[document],,48,,1952,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
